BSC_FECHA,SYR4_GROSS_SALES,SYR4_GROSS_SALES_CMP,SYR4_GROSS_SAL_LY,SYR5_GROSS_SALES,SYR5_GROSS_SAL_LY,SMG_OVERALL,SMG_COUNT,SMG_DEF_ZONE,SYR_GROSS_SALES,SYR_NET_SALES,SYR_NET_SALES_CMP_LY,SYR_NET_SALES_LW,SYR_NET_SALES_LY,SYR_NET_SALES_CMP_LY2,SYR_TRANS,SYR_TRANS_CMP_LY,SYR_TRANS_LY,SYR_CREW_HR,SYR_MNGR_HR,SYR_GUID_HR,SYR_CASH_MM,SYR_LTN_SAL,SYR_EMPL_MEAL,SYR_MNGR_MEAL,SYR_LABOR,SYR_LABOR_SALES_REF,SYR_MNGR_VOID_AMT,SYR_REG_VOID_AMT,SYR_COUPONS,SYR_DISCOUNTS,SYR_SERVICE_TIME,SYR_NET_SALES_HR,SYR_TRANS_HR,SYR2_GROSS_SALES,SYR2_NET_SALES,UNO,SYR3_GROSS_SALES,SYR3_GROSS_SALES_CMP,SYR3_GROSS_SAL_LY,FECHA_REF,DIVISION,AREA,DISTRICT,STORE,INFS_VTA_ACTUAL
2.- Fri 03/12/2021,20537.17,20537.17,21499,223876.33,236590,,,,4276.08,4221.84,4221.84,3959,4496,4221.84,444,444,538,78.77,0,96.87,2,166,7.6,0,882,4276.08,0,47.83,36.64,10,243.18,4221.84,444,0,0,1,20537.17,20537.17,21499,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  031,02455 - Medley (Are-D31),4221.84
2.- Fri 03/12/2021,28922.47,28922.47,27685,368730.75,342676,,,,6951.32,6774.48,6774.48,5812,6097,6774.48,732,732,696,121.88,0,121.11,-1,836,11.99,4,1236,6951.32,0,27.48,100.31,60.54,221.89,6774.48,732,0,0,1,28922.47,28922.47,27685,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  003,02502 - Jog Rd (Are-D3),6774.48
2.- Fri 03/12/2021,17196.96,17196.96,26716,225266.98,268273,,,,4314.81,4188.42,4188.42,4139,5339,4188.42,452,452,651,79.25,0,97.7,1,607,10.57,32.17,783,4314.81,0,18.54,33.28,50.37,167.14,4188.42,452,0,0,1,17196.96,17196.96,26716,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  063,02522 - Fiu (Are-D63),4188.42
2.- Fri 03/12/2021,22072.02,22072.02,22900,299494.05,288179,1,2,0,6088.78,5999.25,5999.25,5176,4617,5999.25,552,552,517,107.05,0,116.86,-19,688,7.6,11.49,1117,6088.78,0,61.37,24.25,46.19,344.22,5999.25,552,0,0,1,22072.02,22072.02,22900,21P03W1 - 03/12/2021,DIVISION 30,Area  024,Distrito  032,02526 - Weston (Are-D32),5999.25
2.- Fri 03/12/2021,22861.82,22861.82,27841,300366.53,330904,,,,5411.15,5311.89,5311.89,5347,5759,5311.89,598,598,697,107.75,0,106.09,-24,592,2,32.96,1020,5411.15,17.11,30.65,28.38,35.92,208.32,5311.89,598,0,0,1,22861.82,22861.82,27841,21P03W1 - 03/12/2021,DIVISION 30,Area  024,Distrito  029,02530 - S. University (Are-D29),5311.89
2.- Fri 03/12/2021,32229.21,32229.21,32895,389909.41,377507,,,,6541.24,6445.47,6445.47,6463,6862,6445.47,728,728,825,97.1,0,114.1,-19,739,6.49,18.17,1085,6541.24,0,38.1,36.78,34.33,222.61,6445.47,728,0,0,1,32229.21,32229.21,32895,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  001,02563 - Blue Heron (Are-D1),6445.47
2.- Fri 03/12/2021,20142.18,20142.18,20344,261634.52,245815,,,,4429.42,4354.59,4354.59,3934,4495,4354.59,472,472,532,98.93,0,95.51,-9,53,10.78,6.67,1101,4429.42,0,4.08,41.62,15.76,186.55,4354.59,472,0,0,1,20142.18,20142.18,20344,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  022,02564 - Hobe Sound (Are-D22),4354.59
2.- Fri 03/12/2021,20717.93,20717.93,20908,266584.81,268644,,,,4997.65,4917.1,4917.1,4601,4950,4917.1,562,562,619,94.48,0,108.26,-4,582,0,19.02,856,4997.65,0,22.64,33.8,27.73,248.89,4917.1,562,0,0,1,20717.93,20717.93,20908,21P03W1 - 03/12/2021,DIVISION 30,Area  024,Distrito  029,02566 - New Tamarac (Are-D29),4917.1
2.- Fri 03/12/2021,25729.05,25729.05,26673,307696.07,314618,,,,6098.69,5977.55,5977.55,5470,5762,5977.55,635,635,708,132.67,0,122.58,2,1061,3.69,19.56,1298,6098.69,0,18.66,59.39,38.5,183.75,5977.55,635,0,0,1,25729.05,25729.05,26673,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  020,02568 - Belvedere & Austr. (Are-D20),5977.55
2.- Fri 03/12/2021,24481.54,24481.54,25149,325621.49,323673,,,,6216.54,6127.11,6127.11,5710,5575,6127.11,617,617,633,103.5,0,110.67,100,872,0,3.89,1080,6216.54,0,36.04,61.49,24.05,218.44,6127.11,617,0,0,1,24481.54,24481.54,25149,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  024,02586 - Forest Hill & Jog (Are-D24),6127.11
2.- Fri 03/12/2021,27506.9,27506.9,27930,359288.21,348182,,,,5867.27,5768.9,5768.9,5979,5937,5768.9,629,629,703,115.5,0,114.31,-27,1041,12.48,7.17,1093,5867.27,0,45.77,70.44,8.28,154.18,5768.9,629,0,0,1,27506.9,27506.9,27930,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  025,02588 - Sheridan (Are-D25),5768.9
2.- Fri 03/12/2021,21648.58,21648.58,21010,284847.95,254346,,,,4901.13,4839.19,4839.19,5094,4729,4839.19,490,490,549,112.75,0,103.3,11,733,5.12,10.07,1110,4901.13,0,41.42,24.03,22.72,168.33,4839.19,490,0,0,1,21648.58,21648.58,21010,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  003,02589 - Hypoluxo (Are-D3),4839.19
2.- Fri 03/12/2021,17774.51,17774.51,18694,231750.74,236943,,,,4042.84,3916.48,3916.48,4030,4182,3916.48,430,430,504,111.1,0,95.25,-1,189,4.69,13.98,1108,4042.84,0,61.65,65.26,42.43,189.91,3916.48,430,0,0,1,17774.51,17774.51,18694,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  002,02607 - Palmetto Park (Are-D2),3916.48
2.- Fri 03/12/2021,35032.38,35032.38,32039,434803.03,395013,,,,8923.26,8784.59,8784.59,7771,7758,8784.59,849,849,817,151.98,0,142.03,-131,1045,20.65,9.58,1426,8923.26,0,80.71,45.92,62.52,177.51,8784.59,849,0,0,1,35032.38,35032.38,32039,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  060,02635 - Saxon (Are-D60),8784.59
2.- Fri 03/12/2021,17129.66,17129.66,16398,224508.56,203978,1,1,0,3998.71,3948.92,3948.92,3365,4017,3948.92,436,436,476,95.72,0,105.25,8,461,10,14.77,982,3998.71,0,10.92,18.24,6.78,161.3,3948.92,436,0,0,1,17129.66,17129.66,16398,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  003,02638 - S Dixie (Are-D3),3948.92
2.- Fri 03/12/2021,13215.71,13215.71,15136,170215.19,187795,1,2,1,2680.76,2620.63,2620.63,3007,3312,0,311,311,453,86.28,0,103.85,3,85,0,0,937,2680.76,20.3,221.93,19.34,40.79,94.17,2620.63,311,0,0,1,13215.71,13215.71,15136,21P03W1 - 03/12/2021,DIVISION 42,Area  009,Distrito  064,02782 - Brainerd Rd. (Are-D64),2620.63
2.- Fri 03/12/2021,22325.29,22325.29,25015,290094.14,295337,,,,4412.59,4290.66,4290.66,4272,5198,4290.66,520,520,635,85.9,0,109.25,-4,217,0,25.39,877,4412.59,0,83.51,96.54,0,210,4290.66,520,0,0,1,22325.29,22325.29,25015,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  052,02815 - Cedar Bluff (Are-D52),4290.66
2.- Fri 03/12/2021,9905.13,9905.13,16905,115309.39,195912,1,1,0,1876.07,1835.63,1835.63,2029,3056,1835.63,187,187,384,71.98,0,79.25,-1,,0,15,643,1876.07,0,6.69,12.24,13.2,135.09,1835.63,187,0,0,1,9905.13,9905.13,16905,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  015,02823 - N. Mesa (Are-D15),1835.63
2.- Fri 03/12/2021,27546.25,27546.25,25204,329995.21,305529,1,1,0,5940.32,5687.99,5687.99,6200,5210,5687.99,637,637,628,101.19,0,111.75,-5,1224,19.96,63.77,907,5940.32,0,14,168.6,0,181,5687.99,637,0,0,1,27546.25,27546.25,25204,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  051,02849 - Chapman Hwy (Are-D51),5687.99
2.- Fri 03/12/2021,27755.61,27755.61,28902,338681.73,348745,,,,6474.07,6396.43,6396.43,6140,5852,6396.43,550,550,621,104.15,0,110.1,-2,874,0,0,915,6474.07,0,26.36,21.4,56.24,164.93,6396.43,550,0,0,1,27755.61,27755.61,28902,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  014,02857 - Yarbrough (Are-D14),6396.43
2.- Fri 03/12/2021,19195.91,19195.91,14722,239507.77,203583,3,3,0,4116.76,4022.27,4022.27,4151,2856,0,451,451,350,99.28,0,110.73,-4,293,20.03,30.72,1060,4116.76,0,54.28,34.25,9.49,222.54,4022.27,451,0,0,1,19195.91,19195.91,14722,21P03W1 - 03/12/2021,DIVISION 42,Area  009,Distrito  064,02909 - Cleveland (Are-D64),4022.27
2.- Fri 03/12/2021,21878.75,21878.75,20399,256530.36,233625,,,,4238.73,4209.81,4209.81,4697,4108,4209.81,382,382,416,83.77,0,98.39,0,276,2.09,0,696,4238.73,0,34.22,11.56,15.27,215.62,4209.81,382,0,0,1,21878.75,21878.75,20399,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  015,02928 - Montana (Are-D15),4209.81
2.- Fri 03/12/2021,37262.19,37262.19,31249,458351.47,383102,1,1,0,8054.53,7893.47,7893.47,7839,6664,7893.47,782,782,771,135.41,0,126.5,16,668,4.42,22.52,1477,8054.53,0,153.19,134.12,0,224,7893.47,782,0,0,1,37262.19,37262.19,31249,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  052,02965 - Oak Ridge (Are-D52),7893.47
2.- Fri 03/12/2021,21845.12,21845.12,21555,275975.31,284378,,,,4763.76,4698.45,4698.45,4729,4745,0,526,526,561,101.27,0,113,1,315,0,0,1148,4763.76,0,113.42,23.22,42.09,232.26,4698.45,526,0,0,1,21845.12,21845.12,21555,21P03W1 - 03/12/2021,DIVISION 42,Area  009,Distrito  064,02973 - Red Bank (Are-D64),4698.45
2.- Fri 03/12/2021,26226.67,26226.67,26175,322497.69,300057,,,,6172.75,5994.21,5994.21,6190,5595,5994.21,633,633,637,118.54,0,113.5,-22,575,25.52,45.6,1189,6172.75,0,39.17,104.23,3.19,195,5994.21,633,0,0,1,26226.67,26226.67,26175,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  057,03050 - Alcoa (Are-D57),5994.21
2.- Fri 03/12/2021,30991.11,30991.11,29629,386814.18,368931,,,,6765.86,6551.14,6551.14,6296,6643,6551.14,692,692,751,116.58,0,119,-1,347,7.04,38.18,1259,6765.86,0,60.9,169.5,0,134,6551.14,692,0,0,1,30991.11,30991.11,29629,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  051,03102 - Halls (Are-D51),6551.14
2.- Fri 03/12/2021,26045.65,26045.65,25427,302782.13,276555,,,,5785.05,5724.15,5724.15,5872,5168,0,627,627,634,101.27,0,119.43,-8,486,2.5,0,1091,5785.05,0,88.43,34.17,24.23,295.65,5724.15,627,0,0,1,26045.65,26045.65,25427,21P03W1 - 03/12/2021,DIVISION 42,Area  009,Distrito  064,03144 - Broad St. (Are-D64),5724.15
2.- Fri 03/12/2021,27344.6,27344.6,22653,335940.35,280024,,,,6690.52,6580.93,6580.93,6291,4677,6580.93,537,537,468,114.42,0,114.34,5,497,3.5,23.15,976,6690.52,0,48.06,18.87,64.07,218.27,6580.93,537,0,0,1,27344.6,27344.6,22653,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  015,03223 - Dyer (Are-D15),6580.93
2.- Fri 03/12/2021,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,91.15,0,0,0,0,1,0,0,0,21P03W1 - 03/12/2021,DIVISION 999,Area  999,Distrito  999,03290 - Oglethorpe (Are-D999),0
2.- Fri 03/12/2021,29920.69,29920.69,27645,358126.09,337206,1,1,0,6863.8,6742.98,6742.98,6394,6414,6742.98,670,670,765,128.74,0,114.5,2,409,8.2,26.96,1202,6863.8,8.89,72.87,84.61,1.05,234,6742.98,670,0,0,1,29920.69,29920.69,27645,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  049,03392 - Lafollette (Are-D49),6742.98
2.- Fri 03/12/2021,29674.42,29674.42,25263,347914.61,308367,,,,6333.48,6165.95,6165.95,6145,5609,6165.95,625,625,644,110.07,0,117,28,69,11.83,42.59,1157,6333.48,0,65.12,113.11,0,225,6165.95,625,0,0,1,29674.42,29674.42,25263,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,03405 - Crossville (Are-D54),6165.95
2.- Fri 03/12/2021,25815.71,25815.71,20312,296826.67,212230,,,,6673.87,6543.57,6543.57,5362,4727,6543.57,500,500,471,127.18,0,116,-2,817,11.38,48.03,1667,6673.87,0,66.31,70.89,0,247,6543.57,500,0,0,1,25815.71,25815.71,20312,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,03028 - Pigeon Forge (Are-D50),6543.57
2.- Fri 03/12/2021,22563.01,22563.01,25353,271864.79,300102,,,,5226.41,5073.16,5073.16,4585,4861,5073.16,530,530,594,105.62,0,110.25,4,608,10.58,18.55,1126,5226.41,0,43.41,124.12,0,288,5073.16,530,0,0,1,22563.01,22563.01,25353,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  051,03449 - Broadway (Are-D51),5073.16
2.- Fri 03/12/2021,17660.88,17660.88,17231,217925.58,217105,,,,4015.68,3991.7,3991.7,3795,3337,3991.7,348,348,365,83.43,0,96.13,-3,404,3.5,3.38,995,4015.68,0,26.64,10.62,6.48,152.18,3991.7,348,0,0,1,17660.88,17660.88,17231,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  013,03490 - Las Cruces (Are-D13),3991.7
2.- Fri 03/12/2021,28982.08,28982.08,31887,380749.07,398063,2,2,0,6288.64,6148.59,6148.59,6607,6595,6148.59,594,594,777,109.39,0,120,3,283,1.34,5,1173,6288.64,0,79.57,133.71,0,357,6148.59,594,0,0,1,28982.08,28982.08,31887,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  057,03523 - Midland (Are-D57),6148.59
2.- Fri 03/12/2021,19831.43,19831.43,18253,247420.85,227635,3,3,0,4792.4,4670.4,4670.4,4399,4002,4670.4,427,427,415,112.3,0,103.93,9,356,8.94,17.78,980,4792.4,0,5.61,41.82,53.46,162.95,4670.4,427,0,0,1,19831.43,19831.43,18253,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  014,03728 - Coronado (Are-D14),4670.4
2.- Fri 03/12/2021,27127.69,27127.69,26508,333085.54,295300,1,1,0,6125.23,6029.2,6029.2,5656,6033,6029.2,638,638,666,136.27,0,108.24,0,147,16.73,7.16,1253,6125.23,0,58.8,57.18,14.96,184.29,6029.2,638,0,0,1,27127.69,27127.69,26508,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  006,03838 - Avon Park (Are-D6),6029.2
2.- Fri 03/12/2021,23135.69,23135.69,19576,269041.55,248672,1,4,0,5431.44,5255.57,5255.57,5335,4574,5255.57,493,493,490,112.62,0,107.25,9,180,.8,38.14,1105,5431.44,0,86.97,136.93,0,187,5255.57,493,0,0,1,23135.69,23135.69,19576,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,03865 - Harriman (Are-D54),5255.57
2.- Fri 03/12/2021,15669.25,15669.25,14125,197032.2,172727,1,1,0,3647.68,3542.79,3542.79,3477,3267,3542.79,383,383,372,120.58,0,102,-13,170,6.14,26.44,1248,3647.68,0,56.24,71.47,.84,202,3542.79,383,0,0,1,15669.25,15669.25,14125,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  057,03971 - Lenoir City (Are-D57),3542.79
2.- Fri 03/12/2021,23001.58,23001.58,23599,276854.96,269839,,,,5264.89,5211.44,5211.44,4909,4989,0,539,539,621,82.63,0,117.23,1,522,0,0,897,5264.89,0,37.5,31.2,22.25,320.09,5211.44,539,0,0,1,23001.58,23001.58,23599,21P03W1 - 03/12/2021,DIVISION 42,Area  009,Distrito  064,04012 - Highway 58 (Are-D64),5211.44
2.- Fri 03/12/2021,41371.98,41371.98,29245,507576.85,330217,,,,9898.19,9832.84,9832.84,8971,6613,9832.84,840,840,677,148.63,0,147.31,4,814,9.38,13.05,1525,9898.19,20.92,48.9,34.14,8.78,213.09,9832.84,840,0,0,1,41371.98,41371.98,29245,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  058,04201 - Okeechobee (Are-D58),9832.84
2.- Fri 03/12/2021,23884.37,23884.37,19349,284860.36,241719,,,,5535.46,5415.73,5415.73,5265,4315,5415.73,473,473,465,116.52,0,104.75,-17,765,1.39,45.86,1418,5535.46,12.78,92.87,72.48,0,263,5415.73,473,0,0,1,23884.37,23884.37,19349,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,04260 - Sevierville (Are-D50),5415.73
2.- Fri 03/12/2021,25058.68,25058.68,21620,328272.33,269133,,,,5931.32,5866.03,5866.03,6101,4759,5866.03,594,594,549,120.87,0,101.9,-1,268,9.4,4.69,1181,5931.32,0,42.6,40.32,10.88,157.77,5866.03,594,0,0,1,25058.68,25058.68,21620,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  058,04617 - Sebastian (Are-D58),5866.03
2.- Fri 03/12/2021,24047.46,24047.46,24123,322575.29,296682,0,1,0,7043.86,6986.3,6986.3,7095,5949,6986.3,651,651,657,135.52,0,115.2,-22,602,5.75,10.73,1384,7043.86,0,30.61,31.9,9.18,193.33,6986.3,651,0,0,1,24047.46,24047.46,24123,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  058,04819 - Fort Pierce (Are-D58),6986.3
2.- Fri 03/12/2021,28495.58,28495.58,27034,363482.22,321681,,,,6661.77,6587.37,6587.37,6534,5647,6587.37,733,733,712,100.37,0,114.1,2,389,8.08,6.17,1170,6661.77,0,56.45,24.34,35.81,160.97,6587.37,733,0,0,1,28495.58,28495.58,27034,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  022,04826 - Jensen Beach (Are-D22),6587.37
2.- Fri 03/12/2021,27678.83,27678.83,23148,355384.41,369016,,,,6399.39,6205.8,6205.8,6242,4888,6205.8,719,719,600,137.38,0,127.58,-19,1075,14.57,17.88,1254,6399.39,0,19.94,31.24,129.9,168.16,6205.8,719,0,0,1,27678.83,27678.83,23148,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  008,04859 - University (Are-D8),6205.8
2.- Fri 03/12/2021,35880.8,35880.8,35317,444639.82,432563,,,,8312.27,8161.77,8161.77,8195,7861,8161.77,829,829,876,150.68,0,147.6,11,353,11.63,5.59,1532,8312.27,0,41.24,37.96,95.32,179.01,8161.77,829,0,0,1,35880.8,35880.8,35317,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  027,04938 - Ocala (Are-D27),8161.77
2.- Fri 03/12/2021,22531.36,22531.36,27689,287925.62,345627,,,,4675.46,4585.37,4585.37,5356,5288,4585.37,478,478,679,118.85,0,118.02,10,593,5.05,0,1160,4675.46,0,18.85,29.1,55.94,246.31,4585.37,478,0,0,1,22531.36,22531.36,27689,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  008,04976 - University Park Plaza (Are-D8),4585.37
2.- Fri 03/12/2021,23027.87,23027.87,21836,273787.98,261796,,,,4924.51,4837.27,4837.27,4794,4514,4837.27,551,551,542,103.01,0,106,10,25,1,10.25,1118,4924.51,0,19.6,75.99,0,176,4837.27,551,0,0,1,23027.87,23027.87,21836,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  057,05137 - Farragut (Are-D57),4837.27
2.- Fri 03/12/2021,20301.83,20301.83,19875,274031.27,262891,1,1,0,4652.61,4497.88,4497.88,4652,4592,4497.88,478,478,503,112.9,0,112.1,-114,460,22.3,33.66,1277,4652.61,0,23.57,23.83,74.94,168.36,4497.88,478,0,0,1,20301.83,20301.83,19875,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  008,05156 - Oviedo (Are-D8),4497.88
2.- Fri 03/12/2021,21261.59,21261.59,22346,260317.35,188429,,,,5120.28,4932.9,4932.9,5064,4869,4932.9,499,499,546,126.76,0,112.5,-1,308,6.5,102.3,1308,5120.28,0,45.26,78.58,0,194,4932.9,499,0,0,1,21261.59,21261.59,22346,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,05160 - Strawberry Plains (Are-D50),4932.9
2.- Fri 03/12/2021,28113.49,28113.49,27267,380634.99,347003,0,1,0,6485.2,6351.62,6351.62,6278,6663,6351.62,582,582,683,110.33,0,112,-12,534,4.5,20.18,1084,6485.2,0,34.28,108.9,0,222,6351.62,582,0,0,1,28113.49,28113.49,27267,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,05191 - Athens (Are-D54),6351.62
2.- Fri 03/12/2021,20124.54,20124.54,17839,260315.76,217857,,,,4846.07,4708.04,4708.04,4235,4290,4708.04,407,407,450,95.34,0,107.25,0,219,11.2,61.81,958,4846.07,0,36.75,65.02,0,273,4708.04,407,0,0,1,20124.54,20124.54,17839,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,05241 - Kodak (Are-D50),4708.04
2.- Fri 03/12/2021,15673.68,15673.68,16705,201940.54,197164,,,,3778.32,3728.43,3728.43,3890,3716,3728.43,405,405,414,76.74,0,92,0,,0,14.75,877,3778.32,0,62.84,35.14,0,213,3728.43,405,0,0,1,15673.68,15673.68,16705,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  051,05300 - East Town (Are-D51),3728.43
2.- Fri 03/12/2021,28071.79,28071.79,26206,339405.89,301697,1,1,0,6583.23,6476.17,6476.17,6659,5237,6476.17,636,636,620,115.09,0,116.5,-3,678,2.8,24.99,1203,6583.23,0,18.73,79.27,0,223,6476.17,636,0,0,1,28071.79,28071.79,26206,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  049,05361 - Norris/Clinton (Are-D49),6476.17
2.- Fri 03/12/2021,20397.91,20397.91,16503,254149.98,200270,,,,5020.42,4914.93,4914.93,4826,3567,4914.93,486,486,398,102.71,0,103.75,3,84,14.18,59.31,1102,5020.42,0,37.23,32,0,169,4914.93,486,0,0,1,20397.91,20397.91,16503,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,05370 - Dayton (Are-D54),4914.93
2.- Fri 03/12/2021,22919.61,22919.61,22187,295100.66,286227,,,,5069.09,4830.87,4830.87,4924,4741,4830.87,560,560,590,111.63,0,106.75,-12,391,28.35,30.65,1236,5069.09,0,24.73,179.22,0,213,4830.87,560,0,0,1,22919.61,22919.61,22187,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  052,05457 - Downtown West (Are-D52),4830.87
2.- Fri 03/12/2021,30942.18,30942.18,31594,406704.12,430950,,,,7978.32,7919.46,7919.46,7395,6277,7919.46,622,622,590,135.73,0,128.56,8,1088,6.42,6.18,1266,7978.32,0,9.33,24.61,21.65,165.22,7919.46,622,0,0,1,30942.18,30942.18,31594,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  014,05463 - Zaragoza (Are-D14),7919.46
2.- Fri 03/12/2021,26168.45,26168.45,26859,307959.9,327319,1,1,0,5798.35,5689.96,5689.96,5912,5248,5689.96,555,555,604,115.23,0,111.14,-1,461,14.32,30.53,988,5798.35,0,15.72,38.63,24.91,141.69,5689.96,555,0,0,1,26168.45,26168.45,26859,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  014,05517 - Viscount (Are-D14),5689.96
2.- Fri 03/12/2021,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,21P03W1 - 03/12/2021,DIVISION 999,Area  999,Distrito  999,05542 - Music Mansion (Are-D999),0
2.- Fri 03/12/2021,30769.78,30769.78,30484,386895.53,357556,,,,7097.7,6891.49,6891.49,6411,5983,6891.49,711,711,761,110.76,0,121.25,1,789,0,73.99,1163,7097.7,0,99.98,132.22,0,188,6891.49,711,0,0,1,30769.78,30769.78,30484,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  052,05554 - Western (Are-D52),6891.49
2.- Fri 03/12/2021,20708.8,20708.8,19693,275801.3,243111,,,,4307.33,4210.64,4210.64,4660,4353,4210.64,474,474,517,97.74,0,101.75,8,226,22.1,11.98,833,4307.33,0,39.05,62.61,0,170,4210.64,474,0,0,1,20708.8,20708.8,19693,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  049,05567 - Emory (Are-D49),4210.64
2.- Fri 03/12/2021,19556.6,19556.6,19360,233075.37,214429,,,,4682.3,4538.52,4538.52,4225,4288,4538.52,437,437,467,90.04,0,110.25,-4,304,2.65,18.27,1076,4682.3,0,35.74,122.86,0,209,4538.52,437,0,0,1,19556.6,19556.6,19360,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,07377 - Dandrige (Are-D50),4538.52
2.- Fri 03/12/2021,25077.34,25077.34,21348,304898.71,248427,1,1,0,5948.51,5829.89,5829.89,5447,4592,5829.89,595,595,520,112.67,0,110.25,-3,249,17.86,39.55,1035,5948.51,0,52.99,61.21,0,164,5829.89,595,0,0,1,25077.34,25077.34,21348,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,07386 - Madisonville (Are-D54),5829.89
2.- Fri 03/12/2021,14960.86,14960.86,12581,187961.69,180239,,,,3333.16,3266.84,3266.84,3972,2723,3266.84,344,344,309,98.11,0,97,-9,53,9.29,30.26,1085,3333.16,0,33.53,26.07,.7,170,3266.84,344,0,0,1,14960.86,14960.86,12581,21P03W1 - 03/12/2021,DIVISION 42,Area  015,Distrito  054,07412 - Loudon (Are-D54),3266.84
2.- Fri 03/12/2021,23362.75,23362.75,21376,297351.12,283288,0,2,1,5232.31,5152.58,5152.58,5323,4464,5152.58,514,514,515,107.93,0,113.13,-14,402,6.95,0,1035,5232.31,0,37,34.05,38.73,200.3,5152.58,514,0,0,1,23362.75,23362.75,21376,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  026,07564 - Cypress (Are-D26),5152.58
2.- Fri 03/12/2021,25198.77,25198.77,26427,305174.51,307580,,,,5534.04,5391.57,5391.57,5595,5208,5391.57,599,599,630,102.43,0,113,-2,399,4.5,18.9,916,5534.04,0,68.26,119.07,0,254,5391.57,599,0,0,1,25198.77,25198.77,26427,21P03W1 - 03/12/2021,DIVISION 42,Area  014,Distrito  050,07739 - Ashville Hwy (Are-D50),5391.57
2.- Fri 03/12/2021,24525.89,24525.89,23844,295919.99,288175,,,,5074.28,5036.99,5036.99,5021,4702,5036.99,394,394,423,107.2,0,110.26,21,165,0,0,1199,5074.28,0,28.35,7.08,30.21,276.78,5036.99,394,0,0,1,24525.89,24525.89,23844,21P03W1 - 03/12/2021,DIVISION 40,Area  005,Distrito  013,07846 - Silver (Are-D13),5036.99
