BSC_FECHA,SYR4_GROSS_SALES,SYR4_GROSS_SALES_CMP,SYR4_GROSS_SAL_LY,SYR5_GROSS_SALES,SYR5_GROSS_SAL_LY,SMG_OVERALL,SMG_COUNT,SMG_DEF_ZONE,SYR_GROSS_SALES,SYR_NET_SALES,SYR_NET_SALES_CMP_LY,SYR_NET_SALES_LW,SYR_NET_SALES_LY,SYR_NET_SALES_CMP_LY2,SYR_TRANS,SYR_TRANS_CMP_LY,SYR_TRANS_LY,SYR_CREW_HR,SYR_MNGR_HR,SYR_GUID_HR,SYR_CASH_MM,SYR_LTN_SAL,SYR_EMPL_MEAL,SYR_MNGR_MEAL,SYR_LABOR,SYR_LABOR_SALES_REF,SYR_MNGR_VOID_AMT,SYR_REG_VOID_AMT,SYR_COUPONS,SYR_DISCOUNTS,SYR_SERVICE_TIME,SYR_NET_SALES_HR,SYR_TRANS_HR,SYR2_GROSS_SALES,SYR2_NET_SALES,UNO,SYR3_GROSS_SALES,SYR3_GROSS_SALES_CMP,SYR3_GROSS_SAL_LY,FECHA_REF,DIVISION,AREA,DISTRICT,STORE,INFS_VTA_ACTUAL
1.- Thu 03/11/2021,23197.73,23197.73,23088,364699.83,368537,1,1,0,6721.5,6620.71,6620.71,5580,5627,6620.71,697,697,696,127.23,0,127.62,2,696,5.77,0,1281,6721.5,0,86.39,47.96,47.06,237.19,6620.71,697,0,0,1,23197.73,23197.73,23088,21P03W1 - 03/11/2021,DIVISION 30,Area  013,Distrito  056,11454 - Pompano (Are-D56),6620.71
1.- Thu 03/11/2021,31309.3,31309.3,26868,534674.48,439482,2,2,0,8823.95,8702.98,8702.98,7712,7316,8702.98,791,791,767,157.98,0,140.2,28,906,9.57,32.55,1557,8823.95,0,133.91,37.58,41.27,259.03,8702.98,791,0,0,1,31309.3,31309.3,26868,21P03W1 - 03/11/2021,DIVISION 30,Area  023,Distrito  035,11460 - Homestead (Are-D35),8702.98
1.- Thu 03/11/2021,30013.15,30013.15,30142,490304.35,492254,2,2,0,7794.9,7711.21,7711.21,7499,8069,7711.21,775,775,966,142.47,0,137.76,-4,821,0,8.39,1407,7794.9,0,87.21,30.78,44.52,265.48,7711.21,775,0,0,1,30013.15,30013.15,30142,21P03W1 - 03/11/2021,DIVISION 30,Area  021,Distrito  004,11467 - E. Pines Blvd. (Are-D4),7711.21
1.- Thu 03/11/2021,15569.11,15569.11,15452,270896.67,254333,1,1,0,4383.2,4277.44,4277.44,4187,3863,4277.44,463,463,495,104.73,0,97,-1,416,6.69,7.99,963,4383.2,0,66.96,68.64,22.44,214.75,4277.44,463,0,0,1,15569.11,15569.11,15452,21P03W1 - 03/11/2021,DIVISION 30,Area  013,Distrito  024,11471 - S. Jog Road (Are-D24),4277.44
1.- Thu 03/11/2021,27686.5,27686.5,27426,454998.92,424885,,,,7573.49,7420.22,7420.22,6875,7491,7420.22,624,624,735,153.53,0,143.93,8,986,23.43,11.88,1439,7573.49,0,105.91,77.08,40.88,212.81,7420.22,624,0,0,1,27686.5,27686.5,27426,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  007,11507 - Champions Gate (Are-D7),7420.22
1.- Thu 03/11/2021,25177.77,25177.77,21723,272835.05,209212,,,,6671.07,6544.85,6544.85,6975,5291,0,711,711,619,142.18,0,121.4,57,960,11.65,29.55,1310,6671.07,0,92.78,48.03,36.99,212.16,6544.85,711,0,0,1,25177.77,25177.77,21723,21P03W1 - 03/11/2021,DIVISION 30,Area  023,Distrito  025,11598 - Hollywood (Are-D25),6544.85
1.- Thu 03/11/2021,16468.86,16468.86,19058,264133.55,283515,,,,4475.04,4417.34,4417.34,4374,5105,4417.34,489,489,613,95.02,0,113.76,-3,454,0,3.38,899,4475.04,10.24,5.5,33.08,21.24,200.51,4417.34,489,0,0,1,16468.86,16468.86,19058,21P03W1 - 03/11/2021,DIVISION 30,Area  024,Distrito  023,11600 - Davie Road (Are-D23),4417.34
1.- Thu 03/11/2021,16941.26,16941.26,22600,269968.94,358080,1,1,0,4643.63,4587.71,4587.71,3801,5718,4587.71,507,507,734,99.02,0,123.09,-4,220,0,0,827,4643.63,0,93.58,34.27,21.65,,4587.71,507,0,0,1,16941.26,16941.26,22600,21P03W1 - 03/11/2021,DIVISION 30,Area  023,Distrito  025,11614 - Dania Beach (Are-D25),4587.71
1.- Thu 03/11/2021,18591.32,18591.32,18440,276798.28,259658,,,,5073.34,4957.58,4957.58,4755,4842,4957.58,603,603,643,121.35,0,114.99,11,466,13.68,15.36,1196,5073.34,9.35,90.12,66.17,20.55,150.24,4957.58,603,0,0,1,18591.32,18591.32,18440,21P03W1 - 03/11/2021,DIVISION 30,Area  013,Distrito  056,11635 - Sample (Are-D56),4957.58
1.- Thu 03/11/2021,24335.25,24335.25,23020,387454.49,338360,1,2,1,6034.14,5870.67,5870.67,5672,6018,5870.67,625,625,688,137.78,0,117.33,-7,355,16.12,48.9,1471,6034.14,0,42.16,59.26,39.19,189.72,5870.67,625,0,0,1,24335.25,24335.25,23020,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  027,11653 - Lecanto (Are-D27),5870.67
1.- Thu 03/11/2021,21208.73,21208.73,18096,349620.66,279513,,,,5421.12,5295.45,5295.45,5684,4843,5295.45,547,547,536,115.72,0,104.3,1,128,3.9,25.24,1141,5421.12,6.49,59.87,41.44,55.09,182.18,5295.45,547,0,0,1,21208.73,21208.73,18096,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  027,11678 - Dunnelon (Are-D27),5295.45
1.- Thu 03/11/2021,23318.41,23318.41,22962,355981.63,347014,,,,6352.95,6226.63,6226.63,5695,6000,6226.63,544,544,605,127.6,0,118.94,-5,298,3.44,22.17,1157,6352.95,0,29.27,33.39,67.32,177.81,6226.63,544,0,0,1,23318.41,23318.41,22962,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  014,11695 - Pelicano (Are-D14),6226.63
1.- Thu 03/11/2021,28095.63,28095.63,24705,446560.63,392441,2,2,0,7269.93,7159,7159,7304,6783,7159,622,622,656,124.78,0,121.45,4,255,0,14.39,995,7269.93,0,48.36,14.56,81.98,246.64,7159,622,0,0,1,28095.63,28095.63,24705,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  015,11696 - North Hills (Are-D15),7159
1.- Thu 03/11/2021,27635.92,27635.92,28948,444067.72,428733,,,,7496.04,7371.72,7371.72,6985,7547,7371.72,659,659,819,116.13,0,122.38,6,506,2.2,10.99,1315,7496.04,0,26.89,39.37,71.76,187.29,7371.72,659,0,0,1,27635.92,27635.92,28948,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  013,11808 - Rinconada (Are-D13),7371.72
1.- Thu 03/11/2021,26139.6,26139.6,25153,429433.26,380672,0,1,1,6874.14,6645.62,6645.62,7042,6875,6645.62,653,653,749,138.7,0,118.18,-43,435,0,11.98,1328,6874.14,0,92.32,156.78,59.76,266.42,6645.62,653,0,0,1,26139.6,26139.6,25153,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  027,11811 - Merricamp (Are-D27),6645.62
1.- Thu 03/11/2021,9681.73,9681.73,10654,172201.8,195914,1,1,0,2663.19,2602.77,2602.77,2392,2789,2602.77,283,283,356,94.75,0,90.24,-10,204,.7,8.19,960,2663.19,0,20.59,26.81,24.72,220.74,2602.77,283,0,0,1,9681.73,9681.73,10654,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  005,11812 - Wesley Chapel (Are-D5),2602.77
1.- Thu 03/11/2021,15466.76,15466.76,14802,152956.29,134815,4,4,0,4038,3997.89,3997.89,4386,3803,0,456,456,474,99.93,0,109.78,0,579,4.74,7.99,918,4038,0,51.53,15.92,11.46,134.17,3997.89,456,0,0,1,15466.76,15466.76,14802,21P03W1 - 03/11/2021,DIVISION 30,Area  024,Distrito  023,12179 - Griffin (Are-D23),3997.89
1.- Thu 03/11/2021,25941.64,0,0,0,0,,,,7104.74,6966.51,0,7107,0,0,619,0,0,134.55,0,130.91,1,458,15.88,11.63,1166,7104.74,0,11.17,50,60.72,192.88,6966.51,619,0,0,1,25941.64,0,0,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  007,12193 - Davenport II (Are-D7),6966.51
1.- Thu 03/11/2021,23392.96,23392.96,19642,363875.68,320047,,,,6718.28,6571.03,6571.03,6006,5167,6571.03,559,559,485,113.68,0,122.44,2,358,17.44,29.34,886,6718.28,0,22.26,57.41,43.06,160,6571.03,559,0,0,1,23392.96,23392.96,19642,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  014,12242 - Horizon (Are-D14),6571.03
1.- Thu 03/11/2021,20464.78,20464.78,21735,314642.65,320048,1,2,1,5562.96,5491.25,5491.25,5572,5836,0,491,491,595,104.9,0,103.7,-7,162,0,5.79,838,5562.96,0,40.98,14.72,51.2,184.31,5491.25,491,0,0,1,20464.78,20464.78,21735,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  015,12307 - I-10 (Are-D15),5491.25
1.- Thu 03/11/2021,23667.43,0,0,0,0,1,1,0,6676.49,6452.56,0,6265,0,0,642,0,0,152.73,0,122.05,0,141,6.09,37.54,1518,6676.49,0,14.71,132.16,48.14,180.67,6452.56,642,0,0,1,23667.43,0,0,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  026,12321 - Groveland (Are-D26),6452.56
1.- Thu 03/11/2021,21930.98,0,0,0,0,2.0001,3,.9999,5708.49,5580.33,0,5578,0,0,616,0,0,109.7,0,100.75,-10,,3.5,32.53,1116,5708.49,0,76.07,63.18,28.95,176.6,5580.33,616,0,0,1,21930.98,0,0,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  027,12331 - Wildwood (Are-D27),5580.33
1.- Thu 03/11/2021,16320.99,16320.99,17001,264564.4,255681,1,2,1,4646.23,4450.88,4450.88,4441,4260,0,492,492,535,116.88,0,102,-2,506,20.14,34.12,702,4646.23,0,70.19,141.09,0,273,4450.88,492,0,0,1,16320.99,16320.99,17001,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  049,12337 - Merchant (Are-D49),4450.88
1.- Thu 03/11/2021,14676.97,0,0,0,0,5,5,0,4029.53,3949.86,0,3506,0,0,383,0,0,107.87,0,109.6,-6,363,1.64,19.52,905,4029.53,0,32.33,36.33,22.18,250.54,3949.86,383,0,0,1,14676.97,0,0,21P03W1 - 03/11/2021,DIVISION 30,Area  023,Distrito  037,12338 - Little Havana (Are-D37),3949.86
1.- Thu 03/11/2021,19079.05,0,0,0,0,,,,5300.12,5217.44,0,4696,0,0,551,0,0,113.42,0,112.4,2,481,0,2.39,1261,5300.12,0,10.92,56.15,24.14,238.66,5217.44,551,0,0,1,19079.05,0,0,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  005,12340 - Tampa (Are-D5),5217.44
1.- Thu 03/11/2021,18978.65,18978.65,20231,329307.75,293298,,,,4989.09,4927.38,4927.38,4841,5651,0,507,507,645,116.27,0,109.43,1,205,0,6.99,1142,4989.09,0,79.87,41.05,13.67,223.22,4927.38,507,0,0,1,18978.65,18978.65,20231,21P03W1 - 03/11/2021,DIVISION 30,Area  013,Distrito  024,12729 - Loxahatchee (Are-D24),4927.38
1.- Thu 03/11/2021,14957.63,0,0,0,0,,,,4029.72,3963.56,0,3971,0,0,354,0,0,108.75,0,107.52,0,212,11.99,6.99,845,4029.72,0,6.23,24.22,22.96,161.59,3963.56,354,0,0,1,14957.63,0,0,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  014,12907 - Horizon II (Are-D14),3963.56
1.- Thu 03/11/2021,16397.41,0,0,0,0,,,,4540,4401.4,0,4197,0,0,471,0,0,101.67,0,103,0,261,2.49,18.36,1038,4540,0,54.77,117.75,0,200,4401.4,471,0,0,1,16397.41,0,0,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  051,12954 - Mountain Grove (Are-D51),4401.4
2.- Fri 03/12/2021,21429.51,21429.51,19170,290619.44,241244,,,,4923.74,4823.82,4823.82,4693,4412,4823.82,520,520,473,96.72,0,101.46,1,295,2.45,2.78,912,4923.74,0,11.13,74.54,20.15,165.57,4823.82,520,0,0,1,21429.51,21429.51,19170,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  005,00114 - New Port Richie (Are-D5),4823.82
2.- Fri 03/12/2021,31304.62,31304.62,32606,394520.47,396659,,,,6687.44,6534.02,6534.02,7285,7534,6534.02,711,711,871,135.13,0,114.48,0,375,3.22,2.19,1358,6687.44,0,62.98,113.11,34.9,220.77,6534.02,711,0,0,1,31304.62,31304.62,32606,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  005,00120 - Tarpon Springs (Are-D5),6534.02
2.- Fri 03/12/2021,17598.89,17598.89,16065,221227.83,192731,,,,4360.74,4226.38,4226.38,3780,3442,4226.38,443,443,409,85.33,0,100.7,5029,389,0,0,947,4360.74,0,51.14,29.13,105.23,178.09,4226.38,443,0,0,1,17598.89,17598.89,16065,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  005,00125 - Gulf To Bay (Are-D5),4226.38
2.- Fri 03/12/2021,14827.28,14827.28,14006,196916.2,182938,,,,3509.98,3433.54,3433.54,3031,3020,3433.54,383,383,402,67.4,0,89.28,4,171,0,0,624,3509.98,7.48,67.13,34.5,41.94,333.66,3433.54,383,0,0,1,14827.28,14827.28,14006,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  005,00132 - Pasadena (Are-D5),3433.54
2.- Fri 03/12/2021,19618.5,19618.5,17779,249174.3,231227,1,1,0,4983.64,4853.87,4853.87,4312,3510,4853.87,449,449,346,106.53,0,117.6,0,639,18.83,26.55,989,4983.64,0,9.78,55.59,28.8,206.75,4853.87,449,0,0,1,19618.5,19618.5,17779,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  007,00595 - Davenport (Are-D7),4853.87
2.- Fri 03/12/2021,29555,29555,33999,397349.4,433220,1,1,0,6920.77,6827.66,6827.66,6684,6925,6827.66,703,703,827,132.38,0,121.35,1,1176,5.84,28.45,1325,6920.77,0,68.16,33.19,25.63,178.88,6827.66,703,0,0,1,29555,29555,33999,21P03W1 - 03/12/2021,DIVISION 30,Area  013,Distrito  003,01622 - Congress (Are-D3),6827.66
2.- Fri 03/12/2021,26031.1,26031.1,28872,344598.65,335692,,,,6000.3,5971.61,5971.61,5104,6234,5971.61,665,665,731,99.73,0,112.11,-48,697,2.58,2.78,1003,6000.3,0,105.7,12.55,10.78,277.64,5971.61,665,0,0,1,26031.1,26031.1,28872,21P03W1 - 03/12/2021,DIVISION 30,Area  022,Distrito  001,01696 - 45th St (Are-D1),5971.61
2.- Fri 03/12/2021,20341.28,20341.28,20847,285945.27,276301,,,,4409.08,4367.97,4367.97,4607,4323,4367.97,428,428,510,82.07,0,107.84,-7,583,0,1.98,806,4409.08,0,43.09,18.7,20.43,151.1,4367.97,428,0,0,1,20341.28,20341.28,20847,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  035,01699 - Sunset (Are-D35),4367.97
2.- Fri 03/12/2021,25140.99,25140.99,23941,323860.59,297297,,,,6003.15,5933.4,5933.4,5588,5077,5933.4,625,625,599,119.85,0,116.66,34,1258,11.01,24.14,1162,6003.15,0,68.34,20.64,13.96,214.7,5933.4,625,0,0,1,25140.99,25140.99,23941,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  033,01700 - Nw 2nd Avenue (Are-D33),5933.4
2.- Fri 03/12/2021,25396,25396,24717,329236,323594,,,,5647.91,5548.69,5548.69,5586,5232,5548.69,558,558,598,127.33,0,119.32,1,618,2,44.31,1536,5647.91,0,195.72,27.68,25.23,216.98,5548.69,558,0,0,1,25396,25396,24717,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  035,01701 - The Falls (Are-D35),5548.69
2.- Fri 03/12/2021,23511.48,23511.48,22939,308893.4,281280,,,,5697.06,5667.18,5667.18,5452,5378,5667.18,546,546,585,112.05,0,112.02,4,1262,6.39,4,1182,5697.06,0,34.66,19.49,0,242.57,5667.18,546,0,0,1,23511.48,23511.48,22939,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  037,01702 - Dog Track (Are-D37),5667.18
2.- Fri 03/12/2021,17267.33,17267.33,16892,213947.48,200627,,,,3911.86,3844.22,3844.22,3151,3754,3844.22,418,418,460,104.47,0,98.8,-23,255,8.15,7.89,1181,3911.86,0,11.65,27.21,24.39,235.07,3844.22,418,0,0,1,17267.33,17267.33,16892,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  030,01703 - 163rd Street (Are-D30),3844.22
2.- Fri 03/12/2021,18757.3,18757.3,18860,243381.28,240984,,,,4873.27,4809.86,4809.86,4403,3538,4809.86,459,459,446,83.8,0,103.4,4,862,13.84,0,748,4873.27,0,43.51,35.9,13.67,202.32,4809.86,459,0,0,1,18757.3,18757.3,18860,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  031,01706 - Mall Of The Americas (Are-D31),4809.86
2.- Fri 03/12/2021,29330.91,29330.91,27820,396676.33,363858,0,2,1,7307.41,7195.87,7195.87,6479,6431,7195.87,685,685,733,140.38,0,127.9,43,1080,5.39,18.96,1345,7307.41,0,71.43,59.36,27.83,404.75,7195.87,685,0,0,1,29330.91,29330.91,27820,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  063,01708 - North Kendall (Are-D63),7195.87
2.- Fri 03/12/2021,19610.46,19610.46,19736,248711.89,230726,,,,4753.47,4636.38,4636.38,4473,4239,4636.38,480,480,464,101.37,0,100.92,-2,399,6.53,32.07,1134,4753.47,0,16.71,56.58,21.91,166.27,4636.38,480,0,0,1,19610.46,19610.46,19736,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  004,01710 - Hialeah (Are-D4),4636.38
2.- Fri 03/12/2021,24347.25,24347.25,25047,234599.02,223996,1,1,0,5866.48,5833.15,5833.15,5997,5358,5833.15,543,543,620,107.63,0,112.26,19,1249,0,6.78,982,5866.48,0,22.85,10.38,16.17,279.54,5833.15,543,0,0,1,24347.25,24347.25,25047,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  037,01711 - Brickell (Are-D37),5833.15
2.- Fri 03/12/2021,29517.11,29517.11,26245,367003.59,308836,1,1,0,6958.39,6895.66,6895.66,6699,5603,6895.66,681,681,620,115.65,0,118.83,1,1670,16.43,12.56,1502,6958.39,0,88.8,19.07,14.67,324.91,6895.66,681,0,0,1,29517.11,29517.11,26245,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  030,01713 - Biscayne (Are-D30),6895.66
2.- Fri 03/12/2021,26494.36,26494.36,28026,358941.07,361501,,,,7063.93,6895.99,6895.99,6042,5833,6895.99,690,690,643,148.98,0,135.26,-4,720,2.5,52.89,1525,7063.93,0,10.5,76.78,35.77,182.45,6895.99,690,0,0,1,26494.36,26494.36,28026,21P03W1 - 03/12/2021,DIVISION 30,Area  021,Distrito  004,01716 - Westland Mall (Are-D4),6895.99
2.- Fri 03/12/2021,35170.55,35170.55,29743,406464.35,381125,,,,8259.39,8188.78,8188.78,8485,6628,8188.78,684,684,644,127.13,0,128.53,-18,1338,2.13,10.17,1518,8259.39,0,73.57,38.96,19.35,275.68,8188.78,684,0,0,1,35170.55,35170.55,29743,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  035,01717 - W. Homestead (Are-D35),8188.78
2.- Fri 03/12/2021,30191.12,30191.12,27879,391465.86,329533,,,,7260.92,7208.34,7208.34,6635,5592,7208.34,696,696,656,125.85,0,129.95,-2,1187,0,20.09,1244,7260.92,0,124.1,13.74,18.75,362.48,7208.34,696,0,0,1,30191.12,30191.12,27879,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  033,01719 - N. Carol City (Are-D33),7208.34
2.- Fri 03/12/2021,28788.98,28788.98,26888,373420.16,345371,,,,7108.34,7057.14,7057.14,6520,6673,7057.14,685,685,760,111.57,0,119.78,11,2035,0,0,1057,7108.34,0,104.27,29.85,21.35,286.75,7057.14,685,0,0,1,28788.98,28788.98,26888,21P03W1 - 03/12/2021,DIVISION 30,Area  023,Distrito  030,01721 - Nw 7th Avenue (Are-D30),7057.14
2.- Fri 03/12/2021,26611.42,26611.42,28101,369981.12,341082,,,,5718.57,5613.15,5613.15,5839,5861,5613.15,535,535,602,106.95,0,119.1,27,399,2.34,16.91,1128,5718.57,0,32.92,58.85,27.32,162.8,5613.15,535,0,0,1,26611.42,26611.42,28101,21P03W1 - 03/12/2021,DIVISION 32,Area  012,Distrito  026,01750 - Highway 50 (Are-D26),5613.15
2.- Fri 03/12/2021,36974.79,36974.79,28188,426159.06,355450,1,1,0,8033.29,7972.31,7972.31,7985,5964,7972.31,801,801,678,131.07,0,138.18,111,1838,0,3.19,1387,8033.29,0,32.03,22.29,35.5,171.68,7972.31,801,0,0,1,36974.79,36974.79,28188,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  061,01754 - Speedway (Are-D61),7972.31
2.- Fri 03/12/2021,24324.47,24324.47,24870,302831.6,284877,,,,4910.1,4812.79,4812.79,5206,5771,4812.79,505,505,666,108.47,0,125.5,8,400,0,10.77,1064,4910.1,0,25.4,42.86,43.68,265.32,4812.79,505,0,0,1,24324.47,24324.47,24870,21P03W1 - 03/12/2021,DIVISION 32,Area  003,Distrito  061,01756 - Ridgewood (Are-D61),4812.79
1.- Thu 03/11/2021,23022.72,23022.72,25317,398784.66,424673,,,,6166.84,6112.78,6112.78,5949,6359,6112.78,498,498,578,109.28,0,115.45,2,554,4.35,9.04,1061,6166.84,0,62.21,16.56,24.11,166.19,6112.78,498,0,0,1,23022.72,23022.72,25317,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  014,05463 - Zaragoza (Are-D14),6112.78
1.- Thu 03/11/2021,20478.49,20478.49,21611,302269.94,322071,,,,5726.26,5620.09,5620.09,4988,5661,5620.09,541,541,639,100.55,0,107.41,0,210,7.05,28.36,800,5726.26,0,31.47,33.58,37.18,155.79,5620.09,541,0,0,1,20478.49,20478.49,21611,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  014,05517 - Viscount (Are-D14),5620.09
1.- Thu 03/11/2021,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,21P03W1 - 03/11/2021,DIVISION 999,Area  999,Distrito  999,05542 - Music Mansion (Are-D999),0
1.- Thu 03/11/2021,23878.29,23878.29,24501,380004.04,351573,0,1,1,6197.96,5968.29,5968.29,6514,6360,5968.29,698,698,798,132.17,0,116.75,5,382,3,74.02,1460,6197.96,0,33.27,152.65,0,176,5968.29,698,0,0,1,23878.29,23878.29,24501,21P03W1 - 03/11/2021,DIVISION 42,Area  015,Distrito  052,05554 - Western (Are-D52),5968.29
1.- Thu 03/11/2021,16498.16,16498.16,15340,271590.66,238758,,,,4718.71,4611.07,4611.07,4333,4043,4611.07,504,504,489,103.12,0,103,-18,264,24.84,0,905,4718.71,0,44.17,82.8,0,175,4611.07,504,0,0,1,16498.16,16498.16,15340,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  049,05567 - Emory (Are-D49),4611.07
1.- Thu 03/11/2021,15018.08,15018.08,15072,228536.85,210141,1,1,0,4327.21,4206.26,4206.26,3823,3751,4206.26,428,428,433,85.08,0,100.5,-4,278,3.85,38.97,882,4327.21,0,72.26,78.13,0,221,4206.26,428,0,0,1,15018.08,15018.08,15072,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  050,07377 - Dandrige (Are-D50),4206.26
1.- Thu 03/11/2021,19247.45,19247.45,16756,299068.82,243835,,,,5091.8,5001.86,5001.86,5379,4254,5001.86,502,502,487,108.95,0,105,0,114,2.5,34.89,957,5091.8,0,27,52.55,0,266,5001.86,502,0,0,1,19247.45,19247.45,16756,21P03W1 - 03/11/2021,DIVISION 42,Area  015,Distrito  054,07386 - Madisonville (Are-D54),5001.86
1.- Thu 03/11/2021,11694.02,11694.02,9858,184694.85,177516,,,,3214.42,3072.02,3072.02,3106,2768,3072.02,329,329,318,95.18,0,105.25,16,34,19.56,81.62,1029,3214.42,0,23.39,40.82,.4,160,3072.02,329,0,0,1,11694.02,11694.02,9858,21P03W1 - 03/11/2021,DIVISION 42,Area  015,Distrito  054,07412 - Loudon (Are-D54),3072.02
1.- Thu 03/11/2021,18210.17,18210.17,16912,292198.54,278824,,,,4868.57,4771.47,4771.47,4545,4583,4771.47,519,519,545,116.17,0,115.36,11,237,0,10.48,1164,4868.57,0,5,36.17,50.45,186.84,4771.47,519,0,0,1,18210.17,18210.17,16912,21P03W1 - 03/11/2021,DIVISION 32,Area  012,Distrito  026,07564 - Cypress (Are-D26),4771.47
1.- Thu 03/11/2021,19807.2,19807.2,21219,299782.94,302372,,,,5682.63,5568.79,5568.79,5473,6147,5568.79,639,639,775,119.3,0,112.25,0,242,12.6,22.4,1118,5682.63,0,47.29,78.84,0,182,5568.79,639,0,0,1,19807.2,19807.2,21219,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  050,07739 - Ashville Hwy (Are-D50),5568.79
1.- Thu 03/11/2021,19488.9,19488.9,19142,290883,283473,,,,4847.41,4796.3,4796.3,4066,4626,4796.3,373,373,424,115.28,0,106.46,0,6,0,0,1251,4847.41,0,86.89,37.93,13.18,204.61,4796.3,373,0,0,1,19488.9,19488.9,19142,21P03W1 - 03/11/2021,DIVISION 40,Area  005,Distrito  013,07846 - Silver (Are-D13),4796.3
1.- Thu 03/11/2021,22559.19,22559.19,22321,399937.11,351183,,,,6264.62,6120.41,6120.41,6218,5943,6120.41,656,656,717,117.88,0,122.25,1,382,29.11,31.74,1160,6264.62,0,40.36,83.36,0,150,6120.41,656,0,0,1,22559.19,22559.19,22321,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  049,07851 - Crown Point (Are-D49),6120.41
1.- Thu 03/11/2021,16394.8,16394.8,17343,271839.36,264384,,,,4752.75,4621.43,4621.43,3962,4576,4621.43,484,484,503,95.78,0,98.75,-3,170,0,7.29,949,4752.75,0,97.11,124.03,0,208.96,4621.43,484,0,0,1,16394.8,16394.8,17343,21P03W1 - 03/11/2021,DIVISION 42,Area  014,Distrito  051,07852 - Seymour (Are-D51),4621.43
1.- Thu 03/11/2021,17940.84,17940.84,15209,280487.11,246239,,,,5019.49,4949.38,4949.38,4386,3832,4949.38,508,508,474,104.25,0,108.33,18,540,0,14.64,1028,5019.49,0,35.28,27.42,28.05,256.69,4949.38,508,0,0,1,17940.84,17940.84,15209,21P03W1 - 03/11/2021,DIVISION 30,Area  021,Distrito  004,07863 - Utopia (Are-D4),4949.38
1.- Thu 03/11/2021,15478.48,15478.48,17085,239873.54,205568,,,,3839.16,3764.71,3764.71,4072,4430,3764.71,421,421,543,91.55,0,95.21,27,412,0,5.59,1016,3839.16,0,39.09,31.55,37.31,261.46,3764.71,421,0,0,1,15478.48,15478.48,17085,21P03W1 - 03/11/2021,DIVISION 30,Area  024,Distrito  021,07866 - Sunrise (Are-D21),3764.71
1.- Thu 03/11/2021,13951.71,13951.71,13549,210998.5,199413,1,1,0,4090.42,3895.05,3895.05,3741,3639,3895.05,478,478,516,98.39,0,102.25,4,235,6.05,67.53,1074,4090.42,0,15.85,121.79,0,153,3895.05,478,0,0,1,13951.71,13951.71,13549,21P03W1 - 03/11/2021,DIVISION 42,Area  015,Distrito  057,07870 - Northshore (Are-D57),3895.05
